t_s,h_km,V_mps,gamma_deg,m_kg,phase
412.7623845302817,380.7514910047725,3861.353755154492,5.595165355532984,56682.048436560144,stage2
412.8123906823559,380.7703125618566,3861.8325388162616,5.591696977295442,56674.7638531289,stage2
412.86239683443017,380.7891248194687,3862.3114143198018,5.5882297592427275,56667.479269697644,stage2
412.91240298650445,380.8079277789956,3862.790381674486,5.5847637012375335,56660.19468626639,stage2
412.96240913857866,380.82672144182396,3863.2694408896937,5.581298803142542,56652.91010283514,stage2
413.01241529065294,380.84550580933967,3863.748591974817,5.577835064820407,56645.62551940389,stage2
413.0624214427272,380.86428088292854,3864.227834939253,5.574372486133778,56638.340935972636,stage2
413.1124275948015,380.8830466639791,3864.707169792411,5.570911066945283,56631.05635254138,stage2
413.16243374687576,380.9018031538762,3865.1865965437064,5.56745080711754,56623.77176911013,stage2
413.21243989895004,380.9205503540095,3865.6661152025636,5.563991706513142,56616.487185678874,stage2
413.2624460510243,380.93928826576473,3866.1457257784164,5.560533764994675,56609.20260224762,stage2
413.3124522030986,380.95801689053326,3866.6254282807076,5.5570769824247055,56601.91801881637,stage2
413.36245835517286,380.9767362297,3867.1052227188875,5.553621358665788,56594.63343538511,stage2
413.4124645072471,380.9954462846555,3867.585109102417,5.55016689358046,56587.348851953866,stage2
413.46247065932135,381.0141470567891,3868.0650874407634,5.546713587031237,56580.06426852261,stage2
413.51247681139563,381.03283854748776,3868.5451577434037,5.543261438880628,56572.77968509136,stage2
413.5624829634699,381.05152075814084,3869.0253200198254,5.5398104489911235,56565.495101660104,stage2
413.6124891155441,381.0701936901426,3869.5055742795207,5.536360617225203,56558.21051822886,stage2
413.6624952676184,381.0888573448788,3869.9859205319945,5.532911943445319,56550.925934797604,stage2
413.71250141969267,381.10751172374097,3870.4663587867585,5.529464427513918,56543.64135136635,stage2
413.76250757176695,381.1261568281204,3870.946889053334,5.526018069293437,56536.356767935096,stage2
413.8125137238412,381.14479265940656,3871.4275113412496,5.522572868646288,56529.07218450384,stage2
413.8625198759155,381.16341921899283,3871.9082256600436,5.519128825434868,56521.78760107259,stage2
413.91252602798977,381.1820365082696,3872.3890320192636,5.515685939521564,56514.503017641335,stage2
413.96253218006404,381.20064452862835,3872.869930428465,5.512244210768751,56507.21843421008,stage2
414.0125383321383,381.21924328146224,3873.350920897212,5.508803639038779,56499.93385077883,stage2
414.06254448421254,381.2378327681627,3873.8320034350772,5.505364224193995,56492.64926734758,stage2
414.1125506362868,381.256412990123,3874.3131780516437,5.501925966096716,56485.36468391633,stage2
414.1625567883611,381.2749839487346,3874.7944447565023,5.498488864609262,56478.08010048507,stage2
414.21256294043536,381.2935456453934,3875.2758035592524,5.495052919593923,56470.79551705382,stage2
414.2625690925096,381.3120980814919,3875.757254469501,5.491618130912989,56463.51093362257,stage2
414.31257524458385,381.3306412584241,3876.238797496866,5.488184498428721,56456.22635019132,stage2
414.36258139665813,381.34917517758254,3876.720432650974,5.484752022003375,56448.941766760065,stage2
414.4125875487324,381.367699840365,3877.2021599414584,5.481320701499188,56441.65718332881,stage2
414.4625937008067,381.38621524816284,3877.6839793779627,5.477890536778388,56434.37259989756,stage2
414.51259985288095,381.4047214023732,3878.1658909701396,5.474461527703184,56427.0880164663,stage2
414.5626060049552,381.4232183043901,3878.647894727649,5.47103367413577,56419.80343303505,stage2
414.6126121570295,381.4417059556106,3879.1299906601625,5.467606975938328,56412.518849603795,stage2
414.6626183091038,381.46018435742894,3879.6121787773563,5.464181432973027,56405.23426617254,stage2
414.712624461178,381.478653511242,3880.094459088918,5.460757045102025,56397.949682741295,stage2
414.76263061325227,381.4971134184469,3880.576831604546,5.457333812187452,56390.66509931004,stage2
414.81263676532654,381.5155640804404,3881.0592963339427,5.453911734091438,56383.38051587879,stage2
414.86264291740076,381.5340054986188,3881.541853286822,5.450490810676095,56376.09593244754,stage2
414.91264906947504,381.5524376743808,3882.0245024729084,5.4470710418035155,56368.81134901629,stage2
414.9626552215493,381.5708606091235,3882.5072439019305,5.4436524273357865,56361.52676558503,stage2
415.0126613736236,381.5892743042428,3882.9900775836304,5.440234967134977,56354.24218215378,stage2
