t_s,h_km,V_inertial_mps,gamma_inertial_deg,gamma_rel_deg,m_kg,T_N,phase
333.21359158717104,355.3292982917586,3602.802594619131,14.108772585956508,16.298392896129194,61914.23872180453,600000.0,stage2
333.2635925986842,355.3732049664585,3603.1798132403,14.103466967814835,16.292041791659518,61906.95488721807,600000.0,stage2
333.31359361019736,355.41710005858073,3603.557129839296,14.098162172365472,16.285691770059874,61899.6710526316,600000.0,stage2
333.3635946217105,355.460983568063,3603.9345444228957,14.092858199750212,16.27934283152699,61892.38721804514,600000.0,stage2
333.4135956332237,355.50485549484284,3604.3120569978782,14.08755505011076,16.272994976257436,61885.10338345867,600000.0,stage2
333.46359664473687,355.5487158388598,3604.689667571026,14.08225272358873,16.266648204447566,61877.8195488722,600000.0,stage2
333.51359765625,355.59256460005327,3605.067376149125,14.076951220325656,16.260302516293585,61870.53571428574,600000.0,stage2
333.56359866776313,355.63640177836174,3605.445182738965,14.071650540462946,16.253957911991463,61863.25187969927,600000.0,stage2
333.6135996792763,355.6802273737248,3605.823087347341,14.06635068414193,16.247614391737006,61855.96804511281,600000.0,stage2
333.66360069078945,355.7240413860828,3606.201089981049,14.061051651503853,16.241271955725843,61848.68421052634,600000.0,stage2
333.71360170230264,355.7678438153733,3606.5791906468903,14.055753442689845,16.234930604153394,61841.40037593987,600000.0,stage2
333.76360271381577,355.8116346615395,3606.9573893516686,14.050456057840961,16.228590337214914,61834.11654135341,600000.0,stage2
333.8136037253289,355.855413924518,3607.335686102191,14.04515949709815,16.222251155105454,61826.832706766945,600000.0,stage2
333.8636047368421,355.8991816042522,3607.714080905272,14.039863760602259,16.215913058019872,61819.54887218047,600000.0,stage2
333.9136057483553,355.94293770068043,3608.092573767724,14.034568848494064,16.20957604615286,61812.26503759401,600000.0,stage2
333.9636067598684,355.9866822137432,3608.471164696366,14.029274760914225,16.203240119698915,61804.98120300754,600000.0,stage2
334.01360777138154,356.03041514338366,3608.849853698021,14.023981498003323,16.196905278852338,61797.69736842108,600000.0,stage2
334.06360878289473,356.07413648954036,3609.2286407795145,14.018689059901826,16.190571523807254,61790.41353383461,600000.0,stage2
334.11360979440786,356.1178462521564,3609.6075259476765,14.013397446750131,16.18423885475759,61783.12969924815,600000.0,stage2
334.16361080592105,356.16154443117136,3609.986509209341,14.008106658688511,16.177907271897098,61775.84586466168,600000.0,stage2
334.2136118174342,356.20523102652936,3610.3655905713426,14.002816695857184,16.171576775419346,61768.56203007521,600000.0,stage2
334.2636128289474,356.2489060381688,3610.744770040524,13.99752755839624,16.165247365517686,61761.27819548874,600000.0,stage2
334.3136138404605,356.2925694660349,3611.1240476237285,13.992239246445688,16.158919042385335,61753.994360902274,600000.0,stage2
334.3636148519737,356.336221310067,3611.503423327804,13.986951760145443,16.152591806215266,61746.71052631581,600000.0,stage2
334.4136158634868,356.37986157020924,3611.8828971596,13.981665099635316,16.146265657200306,61739.42669172934,600000.0,stage2
334.46361687499996,356.42349024640487,3612.262469125974,13.976379265055048,16.139940595533087,61732.142857142884,600000.0,stage2
334.51361788651315,356.46710733859425,3612.642139233784,13.971094256544255,16.133616621406034,61724.85902255641,600000.0,stage2
